"No.","Time","Source","Destination","Protocol","Length","Info","ACK RTT "
"846","12.235573626","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=282119 Ack=1462 Win=104 Len=1388 TSval=2046873103 TSecr=1266383727 [TCP segment of a reassembled PDU]",""
"847","12.235807690","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=283507 Ack=1462 Win=104 Len=1388 TSval=2046873103 TSecr=1266383727 [TCP segment of a reassembled PDU]",""
"848","12.235908116","151.101.38.214","rust-bucket.local","TLSv1.2","78","Application Data",""
"849","12.236223793","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=284907 Ack=1462 Win=104 Len=1388 TSval=2046873103 TSecr=1266383727 [TCP segment of a reassembled PDU]",""
"850","12.237207362","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=2111 Ack=286295 Win=4549 Len=0 TSval=1266383966 TSecr=2046873103","0.000983569"
"851","12.240681735","151.101.38.214","rust-bucket.local","TLSv1.2","1296","Application Data",""
"852","12.240880436","151.101.38.214","rust-bucket.local","TLSv1.2","1158","Application Data",""
"853","12.241282864","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=2111 Ack=288617 Win=4549 Len=0 TSval=1266383970 TSecr=2046873103","0.000402428"
"854","12.241384914","151.101.38.214","rust-bucket.local","TLSv1.2","2854","Application Data",""
"855","12.241426202","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=2111 Ack=291405 Win=4549 Len=0 TSval=1266383970 TSecr=2046873103","0.000041288"
"856","12.241619666","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=291405 Ack=1462 Win=104 Len=1388 TSval=2046873103 TSecr=1266383727 [TCP segment of a reassembled PDU]",""
"857","12.241924505","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=292793 Ack=1462 Win=104 Len=1388 TSval=2046873103 TSecr=1266383727 [TCP segment of a reassembled PDU]",""
"858","12.241978906","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=2111 Ack=294181 Win=4549 Len=0 TSval=1266383971 TSecr=2046873103","0.000054401"
"859","12.242003131","151.101.38.214","rust-bucket.local","TLSv1.2","78","Application Data",""
"860","12.247750844","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=294193 Ack=1462 Win=104 Len=1388 TSval=2046873103 TSecr=1266383727 [TCP segment of a reassembled PDU]",""
"861","12.247807544","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=2111 Ack=295581 Win=4549 Len=0 TSval=1266383977 TSecr=2046873103","0.000056700"
"862","12.248018196","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=295581 Ack=1462 Win=104 Len=1388 TSval=2046873103 TSecr=1266383727 [TCP segment of a reassembled PDU]",""
"863","12.248855039","151.101.38.214","rust-bucket.local","TLSv1.2","78","Application Data",""
"864","12.248911277","151.101.38.214","rust-bucket.local","TLSv1.2","2854","Application Data",""
"865","12.248932002","151.101.38.214","rust-bucket.local","TLSv1.2","2647","Application Data",""
"866","12.249336567","151.101.38.214","rust-bucket.local","TCP","66","443  >  43784 [ACK] Seq=302350 Ack=1654 Win=104 Len=0 TSval=2046873108 TSecr=1266383737","0.226112258"
"867","12.249459705","151.101.38.214","rust-bucket.local","TCP","2842","443  >  43784 [ACK] Seq=302350 Ack=1654 Win=104 Len=2776 TSval=2046873108 TSecr=1266383737 [TCP segment of a reassembled PDU]",""
"868","12.249534893","151.101.38.214","rust-bucket.local","TLSv1.2","78","Application Data",""
"869","12.249550568","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=305138 Ack=1654 Win=104 Len=1388 TSval=2046873108 TSecr=1266383737 [TCP segment of a reassembled PDU]",""
"870","12.249849708","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=306526 Ack=1654 Win=104 Len=1388 TSval=2046873108 TSecr=1266383737 [TCP segment of a reassembled PDU]",""
"871","12.249919721","151.101.38.214","rust-bucket.local","TLSv1.2","78","Application Data",""
"872","12.250565800","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=2111 Ack=307926 Win=4549 Len=0 TSval=1266383979 TSecr=2046873103","0.000646079"
"873","12.260516166","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=307926 Ack=1654 Win=104 Len=1388 TSval=2046873108 TSecr=1266383737 [TCP segment of a reassembled PDU]",""
"874","12.260747392","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=309314 Ack=1654 Win=104 Len=1388 TSval=2046873108 TSecr=1266383737 [TCP segment of a reassembled PDU]",""
"875","12.260776080","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=2111 Ack=310702 Win=4549 Len=0 TSval=1266383989 TSecr=2046873108","0.000028688"
"876","12.261786312","151.101.38.214","rust-bucket.local","TLSv1.2","78","Application Data",""
"877","12.261817787","151.101.38.214","rust-bucket.local","TLSv1.2","2854","Application Data",""
"878","12.261839112","151.101.38.214","rust-bucket.local","TLSv1.2","2854","Application Data",""
"879","12.261854937","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=316290 Ack=1654 Win=104 Len=1388 TSval=2046873108 TSecr=1266383737 [TCP segment of a reassembled PDU]",""
"880","12.262064639","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=2111 Ack=317678 Win=4549 Len=0 TSval=1266383991 TSecr=2046873108","0.000209702"
"881","12.262492991","151.101.38.214","rust-bucket.local","TLSv1.2","1296","Application Data",""
"882","12.262529467","151.101.38.214","rust-bucket.local","TCP","4230","443  >  43784 [ACK] Seq=318908 Ack=1654 Win=104 Len=4164 TSval=2046873109 TSecr=1266383737 [TCP segment of a reassembled PDU]",""
"883","12.262701480","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=2111 Ack=323072 Win=4549 Len=0 TSval=1266383991 TSecr=2046873108","0.000172013"
"884","12.262935694","151.101.38.214","rust-bucket.local","TCP","2842","443  >  43784 [ACK] Seq=323072 Ack=1654 Win=104 Len=2776 TSval=2046873109 TSecr=1266383737 [TCP segment of a reassembled PDU]",""
"885","12.263100508","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=2111 Ack=325848 Win=4549 Len=0 TSval=1266383992 TSecr=2046873109","0.000164814"
"886","12.263201871","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=325848 Ack=1654 Win=104 Len=1388 TSval=2046873109 TSecr=1266383737 [TCP segment of a reassembled PDU]",""
"887","12.263493723","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=327236 Ack=1654 Win=104 Len=1388 TSval=2046873109 TSecr=1266383737 [TCP segment of a reassembled PDU]",""
"888","12.263516186","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=2111 Ack=328624 Win=4549 Len=0 TSval=1266383992 TSecr=2046873109","0.000022463"
"889","12.263765387","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=328624 Ack=1654 Win=104 Len=1388 TSval=2046873109 TSecr=1266383737 [TCP segment of a reassembled PDU]",""
"890","12.272927873","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=330012 Ack=1654 Win=104 Len=1388 TSval=2046873109 TSecr=1266383737 [TCP segment of a reassembled PDU]",""
"891","12.272970973","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=2111 Ack=331400 Win=4549 Len=0 TSval=1266384002 TSecr=2046873109","0.000043100"
"892","12.273173137","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=331400 Ack=1654 Win=104 Len=1388 TSval=2046873109 TSecr=1266383737 [TCP segment of a reassembled PDU]",""
"893","12.273446351","151.101.38.214","rust-bucket.local","TCP","1454","443  >  43784 [ACK] Seq=332788 Ack=1654 Win=104 Len=1388 TSval=2046873109 TSecr=1266383737 [TCP segment of a reassembled PDU]",""
"894","12.273461226","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=2111 Ack=334176 Win=4549 Len=0 TSval=1266384002 TSecr=2046873109","0.000014875"
"895","12.273694553","151.101.38.214","rust-bucket.local","TLSv1.2","1211","Application Data",""
"896","12.273830979","151.101.38.214","rust-bucket.local","TLSv1.2","255","Application Data",""
"897","12.275786467","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=2111 Ack=335510 Win=4549 Len=0 TSval=1266384004 TSecr=2046873109","0.001955488"
"898","12.305994717","151.101.38.214","rust-bucket.local","TCP","66","443  >  43784 [ACK] Seq=335510 Ack=1897 Win=106 Len=0 TSval=2046873125 TSecr=1266383803","0.202933855"
"899","12.318540100","151.101.38.214","rust-bucket.local","TCP","66","443  >  43784 [ACK] Seq=335510 Ack=1983 Win=106 Len=0 TSval=2046873128 TSecr=1266383832","0.214714170"
"900","12.366891544","151.101.38.214","rust-bucket.local","TCP","66","443  >  43784 [ACK] Seq=335510 Ack=2069 Win=106 Len=0 TSval=2046873141 TSecr=1266383833","0.262995877"
"906","12.500139263","151.101.38.214","rust-bucket.local","TLSv1.2","1175","Application Data",""
"907","12.543487587","rust-bucket.local","151.101.38.214","TCP","66","43784  >  443 [ACK] Seq=2111 Ack=336619 Win=4549 Len=0 TSval=1266384272 TSecr=2046873174","0.043348324"
"908","12.612316792","151.101.38.214","rust-bucket.local","TCP","66","443  >  43784 [ACK] Seq=336619 Ack=2111 Win=106 Len=0 TSval=2046873202 TSecr=1266383953","0.388416356"
"3743","57.795461767","rust-bucket.local","151.101.38.214","TCP","66","[TCP Keep-Alive] 43784  >  443 [ACK] Seq=2110 Ack=336619 Win=4549 Len=0 TSval=1266429524 TSecr=2046873202",""
"3758","58.166302388","151.101.38.214","rust-bucket.local","TCP","66","[TCP Keep-Alive ACK] 443  >  43784 [ACK] Seq=336619 Ack=2111 Win=106 Len=0 TSval=2046884580 TSecr=1266384272",""
